13:53:46,781
13:53:46,1022
13:53:47,848
13:53:47,760
13:53:48,706
13:53:49,1019
13:53:50,739
13:53:50,841
13:53:52,859
13:53:53,930
13:53:55,796
13:53:57,778
13:53:58,989
13:53:59,898
13:54:00,992
13:54:00,963
13:54:01,740
13:54:02,959
13:54:02,733
13:54:03,811
13:54:04,957
13:54:05,978
13:54:06,816
13:54:07,827
13:54:08,1053
13:54:08,1062
13:54:09,819
13:54:10,782
13:54:11,961
13:54:12,964
13:54:12,807
13:54:13,868
13:54:14,788
13:54:14,729
13:54:16,890
13:54:17,982
13:54:18,838
13:56:02,978
13:56:02,980
13:56:03,772
13:56:03,959
13:56:04,922
13:56:04,884
13:56:05,905
13:56:05,976
13:56:06,1018
13:56:07,978
13:56:07,864
13:56:08,817
13:56:09,863
13:56:11,721
13:56:12,1072
13:56:13,925
13:56:14,746
13:56:15,995
13:56:15,739
13:56:16,759
13:56:17,816
13:56:18,776
13:56:19,820
13:56:19,903
13:56:20,802
13:56:21,933
13:56:23,999
13:56:23,1076
13:56:24,999
13:56:25,1037
13:56:26,706
13:56:27,1008
13:56:28,804
13:56:29,1071
13:56:29,985
13:56:30,1019
13:56:30,942
13:56:31,891
15:22:39,1073
15:22:39,812
15:22:40,987
15:22:41,1008
15:22:42,758
15:22:43,907
15:22:44,918
15:22:45,862
15:22:46,983
15:22:48,870
15:22:49,873
15:22:51,900
15:22:52,813
15:22:53,991
15:22:54,701
15:22:56,1023
15:22:57,1041
15:22:58,861
15:23:00,870
15:23:01,928
15:23:03,819
15:23:04,777
15:23:05,877
15:23:07,913
15:23:08,1095
15:23:10,728
15:23:11,828
15:23:12,847
15:23:14,841
15:23:15,740
15:23:16,1075
15:23:17,824
15:23:18,1041
15:23:20,713
15:23:21,744
15:23:22,1075
15:23:24,994
15:23:25,762
15:23:26,762
15:23:27,790
15:23:28,812
15:23:29,845
15:23:30,790
15:23:30,1015
15:23:31,929
15:23:32,714
15:23:32,738
15:23:33,1027
15:23:33,901
15:23:34,715
15:23:35,743
15:23:35,981
15:23:36,1086
15:23:36,1072
15:23:36,749
15:23:37,1044
15:23:37,779
15:23:38,770
15:23:38,910
15:23:39,987
15:23:39,993
15:23:40,721
15:23:40,1036
15:23:41,854
15:23:41,849
15:23:42,877
15:23:42,1054
15:23:43,982
15:23:43,981
15:23:44,909
15:23:44,773
15:23:45,817
15:23:46,809
15:23:46,768
15:23:47,798
15:23:47,841
15:23:48,918
15:23:48,814
15:23:49,1040
15:23:49,951
15:23:50,953
